6983.conditionvalue,Emeregncy Department,Emergency Department
3577.measureid,IMM_3_OP_27_FC_ADHPCT,IMM_3_OP_27_FAC_ADHPCT
1640.zip_code,35189,35121
5299.city,BAKERShFIELD,BAKERSFIELD
2049.statevalue,K,AK
9610.county_name,SANTA CLaARA,SANTA CLARA
7929.measureid,OP_b18b,OP_18b
3923.county_name,GRENE,GREENE
8950.statevalue,eCA,CA
4577.statevalue,RA,AR
388.providerid,10001.0,10038
3146.statevalue,ZA,AZ
1446.city,GREENVkILLE,GREENVILLE
6779.city,REEDELY,REEDLEY
164.providerid,10001.0,10018
4151.city,AMLVERN,MALVERN
3497.conditionvalue,Emergeny Department,Emergency Department
9436.phone_number,21636073735,8584856511
213.providerid,10001.0,10022
4532.city,CALICO ROCrK,CALICO ROCK
7611.county_name,ALAMEDlA,ALAMEDA
8248.conditionvalue,Emergnecy Department,Emergency Department
9405.city,LOS ANjGELES,LOS ANGELES
4268.conditionvalue,Colonoscopy canre,Colonoscopy care
2951.statevalue,ZA,AZ
571.phone_number,14891531674,3347935000
3387.conditionvalue,Preventive Cae,Preventive Care
8715.county_name,ALAMDEA,ALAMEDA
4517.county_name,SgCOTT,SCOTT
5894.measureid,IMMl_2,IMM_2
7551.conditionvalue,Hear Attack or Chest Pain,Heart Attack or Chest Pain
1538.county_name,RSUSELL,RUSSELL
2868.city,PHONEIX,PHOENIX
158.zip_code,36301.0,35233
72.phone_number,3344933604,3344933541
7703.county_name,ALAMEDtA,ALAMEDA
8809.phone_number,-2962723592,7148435000
5412.measureid,OPy_5,OP_5
3453.city,NOGAELS,NOGALES
4088.statevalue,R,AR
2761.city,GLENDmALE,GLENDALE
7240.conditionvalue,Emergency Deaprtment,Emergency Department
367.phone_number,3.347938701E9,3342228466
5415.county_name,IMPERAL,IMPERIAL
352.measureid,OPv_23,OP_23
9119.measureid,iSEP_1,SEP_1
1247.city,HALEYVLILE,HALEYVILLE
389.zip_code,36301.0,36201
6817.county_name,LAMEDA,ALAMEDA
1642.city,NOEONTA,ONEONTA
4988.county_name,PLASKI,PULASKI
7750.city,LOA LINDA,LOMA LINDA
61.county_name,COVINGTjON,COVINGTON
625.zip_code,35052,35042
3358.measureid,O_P33,OP_33
6430.statevalue,CzA,CA
657.statevalue,ArL,AL
8492.providerid,-340,50468
5869.measureid,P_01,PC_01
7710.county_name,ALAEMDA,ALAMEDA
3615.conditionvalue,Preventidve Care,Preventive Care
6112.providerid,-308,50115
5676.statevalue,A,CA
9658.conditionvalue,Emergency Deepartment,Emergency Department
2204.measureid,VTE_g6,VTE_6
9896.statevalue,CsA,CA
5966.measureid,VTE6_,VTE_6
5395.city,AOKLAND,OAKLAND
621.zip_code,35083,35042
26.conditionvalue,Emergency Departmenzt,Emergency Department
3404.county_name,NAVAOJ,NAVAJO
5891.city,ULAND,UPLAND
2061.conditionvalue,Emermgency Department,Emergency Department
7573.city,APPLE ALLEY,APPLE VALLEY
1599.conditionvalue,Emergency Depabrtment,Emergency Department
1831.statevalue,K,AK
9742.providerid,-263,50708
9538.statevalue,AC,CA
161.city,BIRMINcGHAM,BIRMINGHAM
200.providerid,10087,10021
6453.conditionvalue,Colonoscop care,Colonoscopy care
7714.county_name,ALAEDA,ALAMEDA
7936.county_name,LOS ANGELSE,LOS ANGELES
483.zip_code,36301.0,35901
7513.statevalue,A,CA
5584.measureid,PC0_1,PC_01
7616.county_name,qALAMEDA,ALAMEDA
3883.conditionvalue,Emergecy Department,Emergency Department
165.providerid,10030,10018
218.providerid,10067,10022
8530.statevalue,CdA,CA
4923.measureid,ED1b,ED_1b
2594.conditionvalue,Emergenc yDepartment,Emergency Department
5713.county_name,SAN FyRANCISCO,SAN FRANCISCO
4186.measureid,OP_1b8,OP_18b
1072.measureid,PO_2,OP_2
2529.phone_number,15114855548,9283484000
624.zip_code,35079,35042
3372.county_name,PINLA,PINAL
8503.providerid,-339,50471
8158.zip_code,176378,93102
218.statevalue,LA,AL
7660.measureid,ED_2yb,ED_2b
7614.county_name,ALAlMEDA,ALAMEDA
4960.measureid,DV,EDV
3534.conditionvalue,Bolod Clot Prevention and Treatment,Blood Clot Prevention and Treatment
3229.measureid,ESP_1,SEP_1
5617.county_name,SAN eMATEO,SAN MATEO
9616.providerid,-257,50689
742.city,AxNNISTON,ANNISTON
7094.phone_number,-2270649673,8059556000
7711.county_name,ALAEDA,ALAMEDA
4144.conditionvalue,Emergency Deartment,Emergency Department
7341.conditionvalue,Emergency Deprtment,Emergency Department
51.providerid,10001.0,10006
1951.conditionvalue,Ctaract surgery outcome,Cataract surgery outcome
6370.measureid,MM_3_OP_27_FAC_ADHPCT,IMM_3_OP_27_FAC_ADHPCT
188.phone_number,3.347938701E9,2563864556
7066.statevalue,CxA,CA
8299.statevalue,cCA,CA
48.phone_number,2567688480,2567688400
5506.measureid,PO_3b,OP_3b
30.providerid,10001.0,10005
7601.county_name,ALAEDA,ALAMEDA
6342.statevalue,AC,CA
8015.conditionvalue,Hearit Attack or Chest Pain,Heart Attack or Chest Pain
2051.statevalue,KA,AK
4306.county_name,GAoRLAND,GARLAND
9533.statevalue,zCA,CA
7613.county_name,ALAgMEDA,ALAMEDA
9150.county_name,OS ANGELES,LOS ANGELES
189.providerid,10022,10019
8437.measureid,DV,EDV
8803.providerid,92519,50526
1769.statevalue,K,AK
7396.conditionvalue,Preventive aCre,Preventive Care
4267.measureid,OP_92,OP_29
84.zip_code,36301.0,36049
7130.conditionvalue,PreventiveC are,Preventive Care
167.providerid,10001.0,10018
9038.conditionvalue,Cataract surgerry outcome,Cataract surgery outcome
6003.conditionvalue,Sepsis are,Sepsis Care
7080.measureid,PO_30,OP_30
53.measureid,OP_3ub,OP_3b
4817.city,SALME,SALEM
6502.measureid,IMkM_2,IMM_2
565.conditionvalue,Ccancer care,Cancer care
6718.conditionvalue,Colonoscopy acre,Colonoscopy care
8954.measureid,IMM_3_OP_27_FAC_ADPCT,IMM_3_OP_27_FAC_ADHPCT
7961.measureid,VTE_k6,VTE_6
6444.zip_code,24674,90242
36.phone_number,2565938325,2565938310
4865.conditionvalue,Emergency Departent,Emergency Department
5951.county_name,RIVERfSIDE,RIVERSIDE
1567.city,CLNTON,CLANTON
4076.city,BLYTHEVILaLE,BLYTHEVILLE
134.statevalue,aAL,AL
8240.county_name,SACRAMNTO,SACRAMENTO
122.providerid,10001.0,10012
5295.measureid,O_31,OP_31
5706.statevalue,A,CA
1008.county_name,TALLADEGpA,TALLADEGA
8867.statevalue,AC,CA
248.statevalue,LA,AL
2799.conditionvalue,Emergendcy Department,Emergency Department
1562.zip_code,35121,35045
2353.zip_code,21353,85015
9711.county_name,OS ANGELES,LOS ANGELES
8528.statevalue,AC,CA
248.phone_number,3.347938701E9,3342938000
4471.conditionvalue,Emrgency Department,Emergency Department
3864.measureid,OP_81c,OP_18c
4162.conditionvalue,Emergency Deartment,Emergency Department
1122.city,UNION SRINGS,UNION SPRINGS
9138.statevalue,pCA,CA
1601.city,ED BAY,RED BAY
5905.county_name,SAN BERmNARDINO,SAN BERNARDINO
8367.conditionvalue,Emergenc yDepartment,Emergency Department
2850.statevalue,ZA,AZ
7047.county_name,SAN LUIS BISPO,SAN LUIS OBISPO
1182.zip_code,35062,35021
4227.county_name,UION,UNION
2746.city,MSA,MESA
4689.measureid,vOP_3b,OP_3b
7216.measureid,OxP_3b,OP_3b
6549.measureid,P_31,OP_31
4251.conditionvalue,Cancer ncare,Cancer care
4266.statevalue,dAR,AR
662.county_name,JACKON,JACKSON
2080.statevalue,K,AK
7259.statevalue,CaA,CA
208.providerid,10001.0,10021
56.zip_code,36301.0,35630
8948.conditionvalue,epsis Care,Sepsis Care
97.measureid,gED_1b,ED_1b
1318.statevalue,LA,AL
4899.county_name,BRADLYE,BRADLEY
6970.city,ANAHEM,ANAHEIM
9522.measureid,ED2_b,ED_2b
42.phone_number,2567688468,2567688400
3751.statevalue,rAR,AR
47.phone_number,2567688482,2567688400
87.measureid,IMM_3_OP_27_FAC_ADHPCT,OP_29
1743.statevalue,KA,AK
241.phone_number,3.347938701E9,3342882100
698.city,ALEXANDE RCITY,ALEXANDER CITY
3807.county_name,CRAIGgHEAD,CRAIGHEAD
24.zip_code,36301.0,35957
50.city,FLORExNCE,FLORENCE
2272.city,CAS GRANDE,CASA GRANDE
6547.statevalue,AC,CA
680.city,GENVEA,GENEVA
6507.providerid,87635,50149
7175.conditionvalue,oClonoscopy care,Colonoscopy care
6540.phone_number,19897218544,4153536000
8455.city,SAN FRANCIhSCO,SAN FRANCISCO
4172.statevalue,RA,AR
8941.city,ELDIDGE,ELDRIDGE
2894.providerid,-270,30107
252.phone_number,3.347938701E9,3342938000
878.county_name,MOIBLE,MOBILE
3078.city,GILBRT,GILBERT
9838.conditionvalue,Heart Attac or Chest Pain,Heart Attack or Chest Pain
9854.city,BAKERFSIELD,BAKERSFIELD
151.measureid,ED_2b,SEP_1
138.providerid,10001.0,10016
7150.providerid,-280,50242
37.zip_code,36301.0,35957
2387.phone_number,-2179736440,6022518156
3982.county_name,UACHITA,OUACHITA
2189.county_name,PIMzA,PIMA
1843.measureid,VTE_n6,VTE_6
957.measureid,OP18c,OP_18c
6888.measureid,lOP_23,OP_23
5382.county_name,LAMEDA,ALAMEDA
2672.measureid,OcP_30,OP_30
3692.measureid,OP18b,OP_18b
8988.county_name,RANGE,ORANGE
5228.zip_code,33907,91942
3645.statevalue,RA,AR
7179.conditionvalue,Heart Attack or Chset Pain,Heart Attack or Chest Pain
5872.measureid,mEDV,EDV
6777.statevalue,A,CA
7637.statevalue,AC,CA
1230.statevalue,L,AL
5216.county_name,SAN IEGO,SAN DIEGO
3430.conditionvalue,Emergency Departmet,Emergency Department
2301.city,FLAlGSTAFF,FLAGSTAFF
8287.providerid,90333,50424
3409.statevalue,AdZ,AZ
2156.city,COTOTNWOOD,COTTONWOOD
1420.conditionvalue,Cancr care,Cancer care
1565.city,CLATON,CLANTON
9580.city,RIVERSIED,RIVERSIDE
3374.county_name,PIpNAL,PINAL
3790.conditionvalue,Emergency Deparmtent,Emergency Department
8807.measureid,OP23,OP_23
219.phone_number,3.347938701E9,2569275531
7673.measureid,P_5,OP_5
3904.city,NORT LITTLE ROCK,NORTH LITTLE ROCK
8066.statevalue,AC,CA
9538.conditionvalue,Blood Clot Prevention and Tretament,Blood Clot Prevention and Treatment
4277.measureid,D_1b,ED_1b
7610.county_name,ALAEMDA,ALAMEDA
1638.zip_code,35169,35121
386.providerid,10001.0,10038
3457.city,NOGAES,NOGALES
6484.phone_number,-2152101238,8316245311
1811.statevalue,KA,AK
52.city,FOLRENCE,FLORENCE
1641.city,ONqEONTA,ONEONTA
140.city,cALABASTER,ALABASTER
8557.measureid,OPt_18c,OP_18c
352.city,CmULLMAN,CULLMAN
6815.county_name,LAMEDA,ALAMEDA
6002.conditionvalue,Pregnancy and Deliver Care,Pregnancy and Delivery Care
459.providerid,10001.0,10045
515.phone_number,3.347938701E9,3343470584
82.city,LUVEREN,LUVERNE
2612.conditionvalue,Eergency Department,Emergency Department
1552.measureid,OP31,OP_31
1332.county_name,aMADISON,MADISON
33.city,BAZ,BOAZ
9387.zip_code,177606,90048
1754.county_name,FAIRBANKSNORTH STAR,FAIRBANKS NORTH STAR
6878.measureid,VT_E6,VTE_6
1196.zip_code,35047,35021
8880.measureid,OP_8c,OP_18c
5853.conditionvalue,Emergnecy Department,Emergency Department
4317.county_name,PULAhSKI,PULASKI
45.city,FLORNECE,FLORENCE
7463.measureid,P_3b,OP_3b
920.statevalue,AnL,AL
9357.providerid,94365,50616
7284.providerid,102222,50262
8411.measureid,OP_13,OP_31
9789.city,SANTA CeRUZ,SANTA CRUZ
496.zip_code,36301.0,36033
285.phone_number,3.347938701E9,3347493411
410.county_name,MAIDSON,MADISON
2113.conditionvalue,reventive Care,Preventive Care
1453.measureid,O_P22,OP_22
5886.county_name,OS ANGELES,LOS ANGELES
9036.measureid,OiP_29,OP_29
3839.conditionvalue,Emergency Depajrtment,Emergency Department
9250.providerid,103932,50597
88.providerid,10001.0,10008
3698.county_name,WgHITE,WHITE
6539.measureid,ED_b2,ED_2b
3821.phone_number,-2987686267,4797515711
9354.measureid,OP_1b8,OP_18b
7263.conditionvalue,Preventivek Care,Preventive Care
7051.zip_code,30857,92118
9426.measureid,eED_1b,ED_1b
3931.city,PRAGOULD,PARAGOULD
2793.statevalue,ZA,AZ
4257.conditionvalue,Emergency epartment,Emergency Department
906.zip_code,155824,36451
3095.statevalue,ZA,AZ
424.phone_number,3.347938701E9,2564944000
4945.city,PIgGGOTT,PIGGOTT
100.phone_number,3.347938701E9,2058383122
7636.conditionvalue,Pregnancy and Delivery Carxe,Pregnancy and Delivery Care
387.phone_number,3.347938701E9,2562358900
7582.county_name,MwENDOCINO,MENDOCINO
274.phone_number,3.347938701E9,3347493411
3757.city,HARIRSON,HARRISON
2791.city,PHONEIX,PHOENIX
909.city,ROVE HILL,GROVE HILL
237.statevalue,AlL,AL
468.city,FAYETET,FAYETTE
5008.statevalue,R,AR
3261.statevalue,Z,AZ
1384.statevalue,L,AL
8464.city,MODEaSTO,MODESTO
1212.measureid,P_3b,OP_3b
6377.conditionvalue,Colonoscopy crae,Colonoscopy care
1746.statevalue,KA,AK
6253.county_name,OYLO,YOLO
7074.zip_code,22429,91505
4534.conditionvalue,Colnoscopy care,Colonoscopy care
9061.city,MSISION VIEJO,MISSION VIEJO
111.phone_number,3.347938701E9,2058383122
3946.statevalue,oAR,AR
4908.city,AKE VILLAGE,LAKE VILLAGE
8537.statevalue,sCA,CA
1574.city,CLANiTON,CLANTON
8442.city,SAN RFANCISCO,SAN FRANCISCO
4160.county_name,HOTS PRING,HOT SPRING
2492.measureid,ED_b,ED_2b
2169.measureid,ED_p2b,ED_2b
1585.statevalue,LA,AL
5461.zip_code,175614,94110
2088.statevalue,lAK,AK
7686.measureid,O_23,OP_23
4867.measureid,D_2b,ED_2b
8300.conditionvalue,Hear tAttack or Chest Pain,Heart Attack or Chest Pain
122.phone_number,3.347938701E9,2568453150
94.measureid,IMM_3_OP_27_FAC_ADHPCT,SEP_1
9909.measureid,O_P23,OP_23
278.providerid,10001.0,10029
7594.city,KIAH,UKIAH
1938.providerid,91098,21305
1022.county_name,TALLADEGA***,TALLADEGA
103.providerid,10001.0,10011
7618.county_name,ALAMEA,ALAMEDA
2613.statevalue,ZA,AZ
4358.statevalue,RA,AR
1270.county_name,PIEK,PIKE
4538.providerid,82124,41306
5383.measureid,OpP_18b,OP_18b
3478.county_name,PACHE,APACHE
3915.conditionvalue,Emegrency Department,Emergency Department
5815.conditionvalue,mEergency Department,Emergency Department
9216.measureid,EzDV,EDV
1633.measureid,SiEP_1,SEP_1
8609.statevalue,A,CA
249.conditionvalue,Emegency Department,Emergency Department
159.providerid,10001.0,10018
4613.city,MOUNTAINw VIEW,MOUNTAIN VIEW
2390.city,PHOENXI,PHOENIX
365.phone_number,3.347938701E9,3342228466
31.zip_code,36301.0,35957
254.providerid,10001.0,10024
3474.statevalue,sAZ,AZ
1718.statevalue,KA,AK
5393.city,OAKLADN,OAKLAND
8627.conditionvalue,Emergency Departmeent,Emergency Department
128.phone_number,3.347938701E9,2568453150
5317.measureid,OgP_5,OP_5
1230.city,MORNOEVILLE,MONROEVILLE
7054.city,CORONAcDO,CORONADO
5487.city,LANlCASTER,LANCASTER
7519.county_name,KRN,KERN
6797.city,WATSNVILLE,WATSONVILLE
1189.zip_code,35080,35021
1180.zip_code,35108,35021
4238.conditionvalue,Emergency Departfment,Emergency Department
6036.county_name,sSACRAMENTO,SACRAMENTO
3553.city,PHONEIX,PHOENIX
3953.measureid,DV,EDV
852.statevalue,LA,AL
8775.zip_code,26709,92392
5758.conditionvalue,mEergency Department,Emergency Department
1106.county_name,PCKENS,PICKENS
6419.measureid,OP5,OP_5
1846.statevalue,K,AK
8947.county_name,SONMA,SONOMA
635.conditionvalue,Hear tAttack or Chest Pain,Heart Attack or Chest Pain
5483.phone_number,-3123001918,6619495000
9845.city,BAKRSFIELD,BAKERSFIELD
314.county_name,JEqFFERSON,JEFFERSON
7104.statevalue,A,CA
4811.city,ASLEM,SALEM
7220.county_name,MONTEERY,MONTEREY
1050.statevalue,LA,AL
2825.city,GENDALE,GLENDALE
9002.conditionvalue,Heart Attack or Chest Pani,Heart Attack or Chest Pain
5227.measureid,D_1b,ED_1b
8708.county_name,ALAMEDuA,ALAMEDA
2145.statevalue,ZA,AZ
5938.measureid,cOP_23,OP_23
4145.measureid,ED_b2,ED_2b
226.statevalue,L,AL
5822.statevalue,A,CA
6573.conditionvalue,Sepss Care,Sepsis Care
9230.city,SARCAMENTO,SACRAMENTO
6081.city,SANMATEO,SAN MATEO
1643.zip_code,35208,35121
4577.county_name,DESHlA,DESHA
306.zip_code,36301.0,35233
9215.city,LACENTIA,PLACENTIA
702.city,AEXANDER CITY,ALEXANDER CITY
9295.measureid,MM_2,IMM_2
71.city,PP,OPP
3714.conditionvalue,Emergency Deparment,Emergency Department
4591.conditionvalue,Cloonoscopy care,Colonoscopy care
7021.county_name,LOS ANGELEiS,LOS ANGELES
5730.statevalue,A,CA
6748.measureid,EzD_2b,ED_2b
142.city,ALBAASTER,ALABASTER
3312.county_name,COCONIO,COCONINO
8627.providerid,-286,50502
