providerid,city,statevalue,zip_code,county_name,phone_number,conditionvalue,measureid,Label
10006,FLORENCE,AL,36081,MOHAVE,2567688400,Pregnancy and Delivery Care,ED_2b,1
40074,FLORENCE,AL,85711,LAUDERDALE,2567688400,Preventive Care,IMM_2,1
31307,FLORENCE,AZ,95816,LAUDERDALE,2567688400,Sepsis Care,IMM_3_OP_27_FAC_ADHPCT,1
10006,FLORENCE,AK,72450,JACKSON,7148273000,Emergency Department,OP_18b,1
10006,LUVERNE,AK,35630,LAUDERDALE,2567688400,Pregnancy and Delivery Care,OP_18c,1
10006,FLORENCE,AL,93721,LAUDERDALE,5597841110,Heart Attack or Chest Pain,OP_2,1
50017,AUBURN,AK,35630,LAUDERDALE,3342228466,Emergency Department,OP_22,1
50709,FLORENCE,CA,94520,LAUDERDALE,2567688400,Emergency Department,OP_23,1
10006,EVERGREEN,AL,35630,LAUDERDALE,2567688400,Blood Clot Prevention and Treatment,OP_29,1
10006,FLORENCE,AR,35630,LAUDERDALE,6263388481,Cancer care,OP_30,1
50235,FLORENCE,AL,35630,LAUDERDALE,2567688400,Cataract surgery outcome,OP_31,1
10006,FLORENCE,AL,35630,BUTLER,2567688400,Cancer care,OP_33,1
40007,FLORENCE,AZ,72076,CALHOUN,2567688400,Heart Attack or Chest Pain,OP_3b,1
10006,FLORENCE,AL,35630,DALLAS,2567688400,Heart Attack or Chest Pain,OP_5,1
30105,FLORENCE,AL,35630,LAUDERDALE,2567688400,Pregnancy and Delivery Care,PC_01,1
10006,FLORENCE,AL,92225,LAUDERDALE,2568453150,Sepsis Care,SEP_1,1
10006,FLORENCE,AL,85015,LAUDERDALE,2567688400,Cancer care,VTE_6,1
10007,OPELIKA,CA,36467,COVINGTON,2095781211,Emergency Department,EDV,1
30094,OPP,AL,36467,COVINGTON,3344933541,Pregnancy and Delivery Care,ED_1b,1
10007,ANDALUSIA,AL,85621,COVINGTON,4088855000,Emergency Department,ED_2b,1
10007,OPP,AL,71655,COVINGTON,8705081000,Colonoscopy care,IMM_2,1
10007,BLYTHE,AL,36467,COVINGTON,3344933541,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
10007,OPP,AL,36467,COVINGTON,3344933541,Pregnancy and Delivery Care,OP_18b,1
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,OP_18c,0
40147,OPP,AL,91767,COVINGTON,2562339292,Heart Attack or Chest Pain,OP_2,1
10007,OPP,AL,36467,COVINGTON,3344933541,Emergency Department,OP_22,0
10007,HAYWARD,AZ,36467,COVINGTON,3344933541,Emergency Department,OP_23,1
10007,OPP,AL,36467,COVINGTON,8702397000,Colonoscopy care,OP_29,1
10007,OPP,AL,36467,COVINGTON,2563861601,Cataract surgery outcome,OP_30,1
31314,OPP,AL,94115,COVINGTON,9514864000,Pregnancy and Delivery Care,OP_31,1
10007,OPP,AL,36467,CLEBURNE,2518472223,Cancer care,OP_33,1
10007,OPP,AL,71742,COVINGTON,3344933541,Heart Attack or Chest Pain,OP_3b,1
50222,OPP,AL,36467,COVINGTON,3344933541,Cancer care,OP_5,1
10007,SALEM,AL,36467,COVINGTON,8709463571,Blood Clot Prevention and Treatment,PC_01,1
10007,OZARK,AL,90813,COVINGTON,3344933541,Emergency Department,SEP_1,1
10007,OPP,AL,36467,COVINGTON,3343822200,Blood Clot Prevention and Treatment,VTE_6,1
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,EDV,0
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Emergency Department,ED_1b,0
10008,LUVERNE,CA,36049,YOLO,3343353374,Emergency Department,ED_2b,1
50089,LUVERNE,AL,91723,CRENSHAW,3343353374,Preventive Care,IMM_2,1
10008,LUVERNE,AR,85602,DESHA,2052584400,Colonoscopy care,IMM_3_OP_27_FAC_ADHPCT,1
40018,LUVERNE,AL,93906,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_18b,1
10008,WALNUT RIDGE,AL,36049,CRENSHAW,9496422734,Colonoscopy care,OP_18c,1
30007,LUVERNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_2,1
10008,LUVERNE,AL,36049,BAXTER,3343353374,Emergency Department,OP_22,1
10008,LUVERNE,AK,91360,MOBILE,4082595000,Emergency Department,OP_23,1
50561,LUVERNE,AL,36049,CRENSHAW,3343353374,Colonoscopy care,OP_29,1
10008,LUVERNE,AL,36507,CRENSHAW,3343353374,Colonoscopy care,OP_30,1
10008,LUVERNE,AL,36049,YUBA,3343353374,Cataract surgery outcome,OP_31,1
50060,LUVERNE,AL,72202,CRENSHAW,3343353374,Cancer care,OP_33,1
10008,MISSION VIEJO,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_3b,1
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_5,0
10008,BIRMINGHAM,AL,36049,CRENSHAW,3343353374,Emergency Department,PC_01,1
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Sepsis Care,SEP_1,0
10008,SALINAS,AL,36049,CRENSHAW,8702452622,Preventive Care,VTE_6,1
10011,BIRMINGHAM,AR,35235,JEFFERSON,2058383122,Emergency Department,EDV,1
10011,VICTORVILLE,AK,35235,JEFFERSON,2058383122,Emergency Department,ED_1b,1
10011,BIRMINGHAM,AL,35235,NEVADA,2058383122,Heart Attack or Chest Pain,ED_2b,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Preventive Care,IMM_2,0
10011,COTTONWOOD,AL,35235,SAN BERNARDINO,2058383122,Emergency Department,IMM_3_OP_27_FAC_ADHPCT,1
10011,BIRMINGHAM,AL,90404,LOGAN,2058383122,Emergency Department,OP_18b,1
50091,BIRMINGHAM,AL,99645,JEFFERSON,6195285000,Blood Clot Prevention and Treatment,OP_18c,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_2,0
10011,BIRMINGHAM,AL,86505,JEFFERSON,2058383122,Emergency Department,OP_22,1
10138,BIRMINGHAM,AL,95823,JEFFERSON,2058383122,Emergency Department,OP_23,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,5306623961,Colonoscopy care,OP_29,1
10011,BIRMINGHAM,AL,35235,SUMTER,2058383122,Colonoscopy care,OP_30,1
41327,BIRMINGHAM,AL,85013,SAN BENITO,2058383122,Cataract surgery outcome,OP_31,1
50352,BIRMINGHAM,AR,35235,JEFFERSON,2058383122,Cancer care,OP_33,1
50674,BIRMINGHAM,AR,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_3b,1
50133,BIRMINGHAM,AL,93257,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_5,1
50481,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Pregnancy and Delivery Care,PC_01,1
10011,HALEYVILLE,AL,35235,JEFFERSON,2058383122,Sepsis Care,SEP_1,1
11305,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Blood Clot Prevention and Treatment,VTE_6,1
10012,FORT PAYNE,AL,35968,DE KALB,7075545280,Preventive Care,EDV,1
50378,BISBEE,AL,35968,KODIAK ISLAND BOROUGH,2568453150,Emergency Department,ED_1b,1
10012,FORT PAYNE,AL,35570,DE KALB,4796674138,Emergency Department,ED_2b,1
21305,FORT PAYNE,AL,35968,DE KALB,2568453150,Sepsis Care,IMM_2,1
10012,FORT PAYNE,CA,36251,DE KALB,2568453150,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_18b,0
10012,FORT PAYNE,AL,85260,DE KALB,2568453150,Blood Clot Prevention and Treatment,OP_18c,1
10012,FORT PAYNE,AK,85210,DE KALB,2568453150,Emergency Department,OP_2,1
10012,FORT PAYNE,AR,90048,DE KALB,2568453150,Emergency Department,OP_22,1
10012,MOULTON,AL,35968,DE KALB,2568453150,Emergency Department,OP_23,1
50668,CENTRE,AZ,35968,DE KALB,2568453150,Colonoscopy care,OP_29,1
10012,FORT PAYNE,AL,35968,HOT SPRING,2568453150,Colonoscopy care,OP_30,1
50597,FORT PAYNE,AL,35968,DE KALB,4082366400,Cataract surgery outcome,OP_31,1
50557,FORT PAYNE,AL,90640,DE KALB,2568453150,Cancer care,OP_33,1
10012,FORT PAYNE,AK,35968,DE KALB,2568453150,Heart Attack or Chest Pain,OP_3b,1
10012,FORT PAYNE,AZ,35968,COCONINO,2568453150,Heart Attack or Chest Pain,OP_5,1
10012,FORT PAYNE,AL,35968,BIBB,6238796100,Pregnancy and Delivery Care,PC_01,1
40017,FORT PAYNE,AK,36925,DE KALB,2568453150,Sepsis Care,SEP_1,1
10012,KOTZEBUE,AL,35968,SAN BERNARDINO,2568453150,Blood Clot Prevention and Treatment,VTE_6,1
10016,SHOW LOW,AR,90028,JUNEAU,2056208100,Cancer care,EDV,1
10016,ALABASTER,AZ,94115,SHELBY,2056208100,Emergency Department,ED_1b,1
10016,FOLEY,AL,99508,BUTTE,2056208100,Cancer care,ED_2b,1
10016,ALABASTER,AL,85147,SHELBY,2056208100,Preventive Care,IMM_2,1
10016,ALABASTER,AL,35007,SHELBY,2056208100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10016,ALABASTER,AK,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_18b,1
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_18c,0
10016,ORANGE,AL,35007,SAN BENITO,2056208100,Heart Attack or Chest Pain,OP_2,1
10016,SONORA,AL,35007,DALLAS,2056208100,Sepsis Care,OP_22,1
10016,ENCINITAS,AZ,36420,SHELBY,9287376000,Emergency Department,OP_23,1
10016,ALABASTER,AL,94574,SHELBY,2056208100,Colonoscopy care,OP_29,1
10016,ALABASTER,AZ,94117,FRANKLIN,2056208100,Colonoscopy care,OP_30,1
10016,ALABASTER,AK,35007,SHELBY,2056208100,Cataract surgery outcome,OP_31,1
10016,RED BAY,AL,35007,PIMA,2056208100,Cancer care,OP_33,1
10016,ALABASTER,AL,35007,SHELBY,9078616000,Heart Attack or Chest Pain,OP_3b,1
10016,ONEONTA,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_5,1
40154,ALABASTER,AR,35007,SHELBY,2056208100,Pregnancy and Delivery Care,PC_01,1
10016,ALABASTER,AL,90806,SHELBY,2056208100,Sepsis Care,SEP_1,1
10016,NORTH LITTLE ROCK,AZ,35007,SHELBY,2056208100,Blood Clot Prevention and Treatment,VTE_6,1
50116,BIRMINGHAM,AL,85745,JEFFERSON,2053258100,Emergency Department,EDV,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2098351500,Emergency Department,ED_1b,1
30043,BIRMINGHAM,AK,35233,JEFFERSON,2053258100,Emergency Department,ED_2b,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Preventive Care,IMM_2,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10018,BIRMINGHAM,AL,94954,JEFFERSON,2053258100,Emergency Department,OP_18b,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,8057373300,Emergency Department,OP_18c,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_2,0
10018,BIRMINGHAM,AK,35233,CONTRA COSTA,2053258100,Emergency Department,OP_22,1
10018,BIRMINGHAM,AL,35233,MENDOCINO,2053258100,Emergency Department,OP_23,1
30136,MOBILE,AL,35233,STANISLAUS,2053258100,Colonoscopy care,OP_29,1
10018,SALEM,AL,35233,STONE,9078524611,Colonoscopy care,OP_30,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Cataract surgery outcome,OP_31,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,8705417100,Cancer care,OP_33,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2099445550,Heart Attack or Chest Pain,OP_3b,1
30078,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_5,1
50149,BIRMINGHAM,AL,35233,JEFFERSON,5307566440,Emergency Department,PC_01,1
10018,BIRMINGHAM,AZ,35233,JEFFERSON,2053258100,Sepsis Care,SEP_1,1
40137,BIRMINGHAM,AL,35233,JEFFERSON,5102044444,Blood Clot Prevention and Treatment,VTE_6,1
10019,SHEFFIELD,AL,35660,COLBERT,3342228466,Emergency Department,EDV,1
10019,SHEFFIELD,AL,71701,COLBERT,2563864556,Emergency Department,ED_1b,1
10019,SHEFFIELD,AL,91367,COLBERT,4156006001,Emergency Department,ED_2b,1
10019,SAN PEDRO,AL,35660,COLBERT,2563864556,Preventive Care,IMM_2,1
10019,SHEFFIELD,AL,94945,COLBERT,2563864556,Emergency Department,IMM_3_OP_27_FAC_ADHPCT,1
10019,EUFAULA,AR,35660,COLBERT,9078747000,Emergency Department,OP_18b,1
10019,SHEFFIELD,AL,35125,COLBERT,2563864556,Preventive Care,OP_18c,1
10019,SHEFFIELD,AL,36027,DEL NORTE,2563864556,Emergency Department,OP_2,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_22,0
30115,PANORAMA CITY,AL,35660,COLBERT,2563864556,Emergency Department,OP_23,1
10019,MARYSVILLE,AZ,35660,COLBERT,2563864556,Colonoscopy care,OP_29,1
10019,SHEFFIELD,AL,35660,ETOWAH,4803233000,Colonoscopy care,OP_30,1
10019,HOLLYWOOD,AL,85202,CALHOUN,2563864556,Cataract surgery outcome,OP_31,1
50104,SHEFFIELD,AL,35660,COLBERT,2563864556,Cancer care,OP_33,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Heart Attack or Chest Pain,OP_3b,0
10019,SHEFFIELD,CA,35660,COLBERT,2563864556,Heart Attack or Chest Pain,OP_5,1
10019,SHEFFIELD,AL,92882,COLBERT,2563864556,Pregnancy and Delivery Care,PC_01,1
10058,SHEFFIELD,AL,35660,COLBERT,2563864556,Blood Clot Prevention and Treatment,SEP_1,1
10019,SHEFFIELD,AR,35660,COLBERT,2563864556,Cancer care,VTE_6,1
10021,GILBERT,AL,36360,DALE,3347742601,Sepsis Care,EDV,1
20006,ORANGE,AL,36360,DALE,3347742601,Sepsis Care,ED_1b,1
30038,CROSSETT,AK,36360,DALE,3347742601,Cancer care,ED_2b,1
10021,COSTA MESA,AL,36360,DALE,5105371234,Preventive Care,IMM_2,1
10021,OZARK,AR,36360,DALE,3347742601,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
10021,CENTRE,AL,36360,CHILTON,3347742601,Heart Attack or Chest Pain,OP_18b,1
10021,OZARK,AL,36360,NAPA,3347742601,Colonoscopy care,OP_18c,1
10021,OZARK,AL,36360,DALE,3347742601,Heart Attack or Chest Pain,OP_2,0
10021,PHENIX CITY,AL,36360,DALE,7602561761,Emergency Department,OP_22,1
50547,OZARK,AL,36360,DALE,3347742601,Colonoscopy care,OP_23,1
10021,STANFORD,AL,36360,DALE,3347742601,Blood Clot Prevention and Treatment,OP_29,1
10021,OZARK,AL,35502,STONE,3347742601,Colonoscopy care,OP_30,1
10021,MAGNOLIA,AL,90509,DALE,3347742601,Cataract surgery outcome,OP_31,1
10021,OZARK,AL,36360,DALE,5307566440,Cancer care,OP_33,1
41313,OZARK,AZ,91346,DALE,3347938701,Heart Attack or Chest Pain,OP_3b,1
10021,OZARK,CA,92804,BOONE,3347742601,Heart Attack or Chest Pain,OP_5,1
10047,OZARK,AL,92252,DALE,3347742601,Heart Attack or Chest Pain,PC_01,1
10099,OZARK,AL,36360,DALE,3347742601,Cataract surgery outcome,SEP_1,1
10021,OZARK,AL,36360,DALE,3347742601,Blood Clot Prevention and Treatment,VTE_6,0
10022,WRANGELL,AZ,35960,COVINGTON,2569275531,Emergency Department,EDV,1
50417,CENTRE,AL,35960,ST. FRANCIS,2569275531,Emergency Department,ED_1b,1
10022,CENTRE,AL,91206,CHEROKEE,6235611000,Emergency Department,ED_2b,1
10022,GADSDEN,AL,35960,CHEROKEE,2054599100,Preventive Care,IMM_2,1
50017,CENTRE,AL,35960,CHEROKEE,2569275531,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
50668,CENTRE,AK,35960,CHEROKEE,2569275531,Emergency Department,OP_18b,1
10022,CENTRE,AR,35960,CHEROKEE,2569275531,Cataract surgery outcome,OP_18c,1
30103,CENTRE,CA,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_2,1
10022,CENTRE,AL,35960,FULTON,2569275531,Emergency Department,OP_22,1
10022,CORONADO,AL,35960,CHEROKEE,5013641100,Blood Clot Prevention and Treatment,OP_23,1
50481,CENTRE,AL,35960,CHEROKEE,2569275531,Colonoscopy care,OP_29,1
10092,DELANO,AK,35960,CHEROKEE,2569275531,Colonoscopy care,OP_30,1
10022,CENTRE,AZ,35960,COLUMBIA,2569275531,Cataract surgery outcome,OP_31,1
10022,CENTRE,AR,35960,CHEROKEE,2569275531,Cancer care,OP_33,1
10022,CENTRE,AL,35960,CHEROKEE,5203275461,Heart Attack or Chest Pain,OP_3b,1
10022,PARADISE,AL,35960,LOGAN,2569275531,Heart Attack or Chest Pain,OP_5,1
10022,CENTRE,AK,72401,CHEROKEE,2569275531,Colonoscopy care,PC_01,1
10022,CAMARILLO,AZ,35960,CHEROKEE,2569275531,Sepsis Care,SEP_1,1
10022,MORRILTON,AK,35960,CHEROKEE,2569275531,Blood Clot Prevention and Treatment,VTE_6,1
50726,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Blood Clot Prevention and Treatment,EDV,1
10023,PARADISE,AL,36116,DEL NORTE,3342882100,Emergency Department,ED_1b,1
10023,MONTGOMERY,AK,36116,MONTGOMERY,3342882100,Emergency Department,ED_2b,1
10023,MONTGOMERY,AL,36033,ELMORE,3342882100,Preventive Care,IMM_2,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,IMM_3_OP_27_FAC_ADHPCT,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_18b,0
10023,MONTGOMERY,AL,36116,GILA,3342882100,Blood Clot Prevention and Treatment,OP_18c,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Sepsis Care,OP_2,1
50076,MONTGOMERY,AL,36116,BUTLER,5013211000,Emergency Department,OP_22,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_23,0
10069,LYNWOOD,AZ,36116,MONTGOMERY,2053383301,Colonoscopy care,OP_29,1
50026,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Pregnancy and Delivery Care,OP_30,1
10029,MONTGOMERY,AL,94062,MONTGOMERY,5107844000,Cataract surgery outcome,OP_31,1
50007,MONTGOMERY,CA,36116,MONTGOMERY,3342882100,Cancer care,OP_33,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_3b,0
10023,MONTGOMERY,AZ,36116,MONTGOMERY,3342882100,Blood Clot Prevention and Treatment,OP_5,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Pregnancy and Delivery Care,PC_01,0
10023,NOGALES,AZ,36116,MONTGOMERY,9516966000,Sepsis Care,SEP_1,1
10023,FONTANA,AL,36116,SAN JOAQUIN,3342882100,Colonoscopy care,VTE_6,1
10024,MONTGOMERY,AR,36106,MONTGOMERY,3342938000,Emergency Department,EDV,1
10024,MONTGOMERY,AK,36106,MONTGOMERY,3342938000,Emergency Department,ED_1b,1
10024,MONTGOMERY,AL,90048,DILLINGHAM,2563321611,Emergency Department,ED_2b,1
10058,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Preventive Care,IMM_2,1
10024,GROVE HILL,AL,36106,SANTA CRUZ,3342938000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
10024,MONTGOMERY,AL,36106,MONTGOMERY,4794414000,Emergency Department,OP_18b,1
10024,MONTGOMERY,CA,36106,MONTGOMERY,3342938000,Emergency Department,OP_18c,1
10024,MONTGOMERY,AL,99686,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_2,1
10024,MONTGOMERY,CA,94596,ST. CLAIR,3342938000,Sepsis Care,OP_22,1
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Cataract surgery outcome,OP_23,1
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Sepsis Care,OP_29,1
50096,UPLAND,AL,36106,MONTGOMERY,3342938000,Colonoscopy care,OP_30,1
10024,MONTGOMERY,AK,36106,MONTGOMERY,3342938000,Cataract surgery outcome,OP_31,1
10024,MONTGOMERY,AZ,36106,MONTGOMERY,3342938000,Sepsis Care,OP_33,1
50696,MONTGOMERY,AK,36106,MONTGOMERY,2059344011,Heart Attack or Chest Pain,OP_3b,1
10024,VISALIA,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_5,1
50425,BENTON,AK,72601,RUSSELL,3342938000,Pregnancy and Delivery Care,PC_01,1
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,SEP_1,1
10024,MONTGOMERY,CA,36106,MONTGOMERY,3342938000,Emergency Department,VTE_6,1
10073,OPELIKA,AK,36801,SONOMA,3347493411,Emergency Department,EDV,1
10029,OPELIKA,AL,99723,LEE,3347493411,Emergency Department,ED_1b,1
10029,OPELIKA,AL,36801,LEE,3347493411,Cancer care,ED_2b,1
10029,OPELIKA,AL,36801,KERN,8704144000,Emergency Department,IMM_2,1
10029,OPELIKA,AL,36801,LEE,5107971111,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
10029,SACRAMENTO,AL,36801,COFFEE,5302256102,Emergency Department,OP_18b,1
50295,OPELIKA,AR,36801,LEE,3347493411,Emergency Department,OP_18c,1
50073,SYLACAUGA,AL,36801,LITTLE RIVER,3347493411,Heart Attack or Chest Pain,OP_2,1
10029,OPELIKA,CA,71953,LEE,3347493411,Emergency Department,OP_22,1
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_23,0
21309,OPELIKA,AL,36801,LEE,2514354700,Heart Attack or Chest Pain,OP_29,1
10029,OPELIKA,AK,36801,HEMPSTEAD,3347493411,Colonoscopy care,OP_30,1
10029,OPELIKA,AL,36801,LEE,3347493411,Cataract surgery outcome,OP_31,0
10029,PARAGOULD,AL,36801,LEE,3347493411,Cancer care,OP_33,1
50278,PAGE,AR,36801,MOBILE,3347493411,Heart Attack or Chest Pain,OP_3b,1
10029,OPELIKA,AL,36801,LEE,5306623961,Heart Attack or Chest Pain,OP_5,1
10029,WINSLOW,AL,36801,LEE,3347493411,Cancer care,PC_01,1
10029,OPELIKA,AL,36801,TUSCALOOSA,3347493411,Sepsis Care,SEP_1,1
10029,SITKA,AL,36801,YOLO,3347493411,Blood Clot Prevention and Treatment,VTE_6,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Sepsis Care,EDV,1
50686,WEDOWEE,AL,36278,LAPAZ,6264454441,Heart Attack or Chest Pain,ED_1b,1
50045,PARIS,AL,36278,RANDOLPH,2563572111,Emergency Department,ED_2b,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Heart Attack or Chest Pain,IMM_2,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10032,WEDOWEE,AZ,94558,SACRAMENTO,2563572111,Emergency Department,OP_18b,1
50378,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_18c,1
50013,WEDOWEE,AL,36278,RANDOLPH,7149932000,Blood Clot Prevention and Treatment,OP_2,1
41319,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_22,1
10032,MESA,AR,36278,RANDOLPH,2563572111,Emergency Department,OP_23,1
10032,BURLINGAME,AL,36278,RANDOLPH,2563572111,Cancer care,OP_29,1
10032,DOWNEY,CA,36278,RANDOLPH,4794952241,Colonoscopy care,OP_30,1
50350,FRENCH CAMP,AZ,91740,RANDOLPH,2563572111,Cataract surgery outcome,OP_31,1
