providerid,city,statevalue,zip_code,county_name,phone_number,conditionvalue,measureid,Label
10008,LUVERNE,AL,93611,CRENSHAW,3343353374,Colonoscopy care,OP_30,1
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Cataract surgery outcome,OP_31,0
10008,LUVERNE,AL,,CRENSHAW,3343353374,Cancer care,OP_33,1
10008,LUVEXNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_3b,1
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Heart Attack or Chest Pain,OP_5,0
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Pregnancy and Delivery Care,PC_01,0
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,Sepsis Care,SEP_1,0
10008,LUVERNE,AL,36049,CRENSHAW,3343353374,VTE_6,Blood Clot Prevention and Treatment,1
10011,BIRMINGHAM,AK,35235,JEFFERSON,2058383122,Emergency Department,EDV,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,ED_1b,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,ED_2b,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Preventive Care,IMM_2,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_18b,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_18c,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_2,0
10011,BIRMINGHAM,AL,,JEFFERSON,2058383122,Emergency Department,OP_22,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Emergency Department,OP_23,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,Colonoscopy care,2058383122,OP_29,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Colonoscopy care,OP_30,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Cataract surgery outcome,OP_31,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Cancer care,OP_33,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_3b,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Heart Attack or Chest Pain,OP_5,0
BIRMINGHAM,10011,AL,35235,JEFFERSON,2058383122,Pregnancy and Delivery Care,PC_01,1
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Sepsis Care,SEP_1,0
10011,BIRMINGHAM,AL,35235,JEFFERSON,2058383122,Blood Clot Prevention and Treatment,VT_6,1
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,EDV,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,ED_1b,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,ED_2b,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Preventive Care,IMM_2,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_18b,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_18c,0
10012,FORT PAYNE,,35986,DE KALB,2568453150,Heart Attack or Chest Pain,OP_2,1
10012,FORT PAYNE,AX,35968,DE KALB,2568453150,Emergency Department,OP_22,1
10012,FORTPAYNE,AL,35968,DE KALB,2568453150,Emergency Department,OP_23,1
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Colonoscopy care,OP_29,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Colonoscopy care,OP_30,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Cataract surgery outcome,OP_31,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Cancer care,OP_33,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Heart Attack or Chest Pain,OP_3b,0
10012,FORT PAYNE,AL,DE KALB,35968,2568453150,Heart Attack or Chest Pain,OP_5,1
10012,FORT PAYNE,AL,35968,ED KALB,2564853150,Pregnancy and Delivery Care,PC_01,1
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Sepsis Care,SEP_1,0
10012,FORT PAYNE,AL,35968,DE KALB,2568453150,Blood Clot Prevention and Treatment,VTE_6,0
ALABASTER,10016,AL,35007,SHELBY,2056208100,,EDV,1
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,ED_1b,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,ED_2b,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Preventive Care,IMM_2,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_18b,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_18c,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_2,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Emergency Department,OP_22,0
10016,DELANO,AL,90806,SHELBY,2056208100,Emergency Department,OP_23,1
10016,ALABASTER,AL,35007,SHELBY,2056208100,Colonoscopy care,OP_29,0
10016,ALABASTER,AL,SHELBY,35007,2056208100,Colonoscopy care,OP_30,1
10016,ALABASTER,AL,35007,SHELBY,2056208100,Cataract surgery outcome,OP_31,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Cancer care,OP_33,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_3b,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Heart Attack or Chest Pain,OP_5,0
10016,ALABASTER,AL,35007,SHELBY,2056208100,Pregnancy and Delivery Care,PC_01,0
10016,ALABASTER,35007,AL,SHELBY,2056208100,Sepsis Care,SEP_1,1
10016,ALABASTER,AL,35007,SHELBY,2056208100,Blood Clot Prevention and Treatment,VTE_6,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,EDV,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,ED_1b,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,ED_2b,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Preventive Care,IMM_2,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_18b,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_18c,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_2,0
10018,BIRMINGHAM,,JEFFERSON,35233,2053258100,Emergency Department,OP_22,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Emergency Department,OP_23,0
10018,BIRMINGHAM,AL,35233,TUSCALOOSA,2053258100,Colonoscopy care,OP_29,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Colonoscopy care,OP_30,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Cataract surgery outcome,Op_31,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Cancer care,OP_33,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_3b,0
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart Attack or Chest Pain,OP_5,0
,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Pregnancy and Delivery Care,PC_01,1
10018,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Sepsis Care,SEP_1,0
,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Blood Clot Prevention and Treatment,VTE_6,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,EDV,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,ED_1b,0
10019,SHEFFIELD,AL,35594,COLBERT,2563864556,Emergency Department,ED_2b,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Preventive Care,IMM_2,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_18b,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_18c,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,OP_2,Heart Attack or Chest Pain,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Emergency Department,OP_22,0
10019,,AL,35660,COLBERT,2563864556,Emergency Department,OP_23,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Colonoscopy care,OP_29,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Colonoscopy care,OP_30,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Cataract surgery outcome,,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Cancer care,OP_33,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Heart Attack or Chest Pain,OP_3b,0
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,OP_5,Heart Attack or Chest Pain,1
10019,SHEFFIELD,AL,,COLBERT,2563864556,Pregnancy and Delivery Care,PC_01,1
50222,SHEFFIELD,AL,35660,COLBERT,2563864556,SepsisCare,SEP_1,1
10019,SHEFFIELD,AL,35660,COLBERT,2563864556,Blood Clot Prevention and Treatment,VTE_6,0
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,EDV,0
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,ED_1b,0
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,ED_2b,0
10021,OZARK,AL,36360,DALE,3347742601,Preventive Care,IMM_2,0
10021,OZARK,CA,36360,DALE,3347742601,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,1
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_18b,0
10021,OZARK,AL,DALE,36360,3347742601,Emergency Department,OP_18c,1
10021,OZARK,AL,36360,DALE,3347742601,Heart Attack or Chest Pain,OP_2,0
10021,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_22,0
50014,OZARK,AL,36360,DALE,3347742601,Emergency Department,OP_23,1
10021,OZARK,AL,36360,DALE,3347742601,Colonoscopy care,OP_29,0
10021,OZARK,AL,35903,DAE,3347742601,Colonoscopy care,OP_30,1
10021,OZARK,AL,36360,DALE,3347742601,Cataract surgery outcome,OP_31,0
10021,OZARK,AL,36360,DALE,3347742601,Cancer care,OP_33,0
10021,OZARK,AL,36360,DALE,8053895800,Heart Attack or Chest Pain,,1
10021,OZARK,AL,36360,DALE,3347742601,Heart Attack or Chest Pain,O_P5,1
1002x,OZARK,AL,36360,DALE,3347742601,,PCp01,1
10021,OZARK,AL,36360,DALE,3347742601,Sepsis Care,SEP_1,0
10021,OZARK,AL,36360,DALE,3347742601,Blood Clot Prevention and Treatment,VTE_6,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,EDV,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,ED_1b,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,ED_2b,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Preventive Care,IMM_2,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10022,CENTRE,,35960,CHEROKEE,2569275531,Emergency Department,OP_18b,1
10022,CENTRE,AL,35960,CHEROKEE,2569275531,,OP_18c,1
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_2,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,OP_22,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Emergency Department,OP_23,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Colonoscopy care,OP_29,0
10022,CENTRE,LA,35960,CHEROKEE,2569275531,Colonoscopy care,OP_30,1
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Cataract surgery outcome,OP_31,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Cancer care,OP_33,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_3b,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Heart Attack or Chest Pain,OP_5,1
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Pregnancy and Delivery Care,PC_01,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Sepsis Care,SEP_1,0
10022,CENTRE,AL,35960,CHEROKEE,2569275531,Blood Clot Prevention and Treatment,VTE_6,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,DEV,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,ED_1b,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,ED_2b,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Preventive Care,IMM_2,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Preventive Cari,IMM_3_OP_27_FAC_ADHPCT,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_18b,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_18c,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_2,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,2093343411,Emergency Department,OP_22,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Emergency Department,OP_23,0
10023,SANTA CLARA,AL,36116,MONTGOMERY,3342882100,Colonoscopy care,OP_29,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Colonoscopy care,OP_30,0
50609,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Cataract surgery outcome,OP_31,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Cancer care,OP_33,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_3b,0
10023,MONTGOMERY,LA,36116,MONTGOMERY,3342882100,Heart Attack or Chest Pain,OP_5,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Pregnancy and Delivery Care,PC_01,0
10023,MONTGOMERY,AL,36116,MONTGOMERY,,Sepsis Care,SEP_1,1
10023,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Blood Clot Prevention and Treatment,VTE_6,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,EDV,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,ED_1b,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,ED_2b,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Preventive Care,IMM_2,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_18b,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_18c,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_2,0
10024,MONTGOMERY,AL,,MONTGOMERY,3342938000,Emergency Department,OP_22,1
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Emergency Department,OP_23,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Colonoscopy care,OP_29,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Colonoscopy care,OP_30,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Cataract surgery outcome,OP_31,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Cancer care,OP_33,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_3b,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Heart Attack or Chest Pain,OP_5,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Pregnancy and Delivery Care,PC_01,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Sepsis Care,SEP_1,0
10024,MONTGOMERY,AL,36106,MONTGOMERY,3342938000,Blood Clot Prevention and Treatment,VTE_6,0
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,EDV,0
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,,1
10029,OPELIKA,AL,36801,LEE,3347493411,Pregnancy and Delivery Care,ED_2b,1
10029,OPELIKA,AL,36801,LEE,3347493411,Preventive Care,IMM_2,0
10029,OPELIKA,AL,36801,LEE,3347493411,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_18b,0
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_18c,0
10029,OPELIKA,AL,36801,LEE,3347493411,Heart Attack or Chest Pain,OP_2,0
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_22,0
10029,OPELIKA,AL,36801,LEE,3347493411,Emergency Department,OP_23,0
10029,OPELIKA,AL,36801,LEE,3347493411,OP_29,Colonoscopy care,1
10029,OPELIKA,,LEE,36801,3347493411,Colonoscopy care,OP_30,1
10029,OPELIKA,AL,36801,LEE,3347493411,Cataract surgery outcome,OP_31,0
10029,OPELIKA,AL,36801,LEE,3347493411,Cancer care,OP_33,0
10029,OPELIKA,AL,36801,LEE,3347493411,Heart Attack or Chest Pain,OP_3b,0
10029,OPELIKA,AL,36801,LEE,,Heart Attack or Chest Pain,OP_5,1
10029,OPELIKA,AL,36801,LEE,3347493411,Heart Attack or Chest Pain,CP_01,1
10029,OPELIKA,AL,36801,LEE,3347493411,Sepsis Care,SEP_1,0
10029,OPELIKA,AL,36801,LEE,3347493411,Blood Clot Prevention and Treatment,VET_6,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,,EDV,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,ED_1b,0
10032,MOULTON,AL,36278,RANDOLPH,2563572111,Emergency Department,ED_2b,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Preventive Care,IMM_2,0
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Preventive Care,IMM_3_OP_27_FAC_ADHPCT,0
10032,WEDOWEE,AL,36278,,2563572111,Emergency Department,OP_18b,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_18c,0
WEDOWEE,10032,AL,36278,RANDOLPH,2563572111,,OP_2,1
,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_22,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Emergency Department,OP_23,0
10032,WEDOWE,AL,36278,RANDOLPH,2563572111,Colonoscopy care,OP_29,1
10032,AL,WEDOWEE,36278,RANDOLPH,2563572111,Colonoscopy care,OP_30,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Cataract surgery outcome,OP_31,0
,WEDOWEE,AL,36278,RANDOLPH,2563572111,Cancer care,OP_33,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Heart Attack or Chest Pain,OP_3b,0
10032,MONTEREY PARK,AL,36278,RANDOLPH,2563572111,Heart Attack or Chest Pain,OP_5,1
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Pregnancy and Delivery Care,PC_01,0
10032,WEDOWEE,AL,36278,RANDOLPH,2563572111,Sepsis Care,SEP_1,0
